Athlete,Event,Mark,Date
Joseph Cranley,4 x 800 Relay,DNS,"Dec  6- 7, 2019"
Joseph Cranley,4k,13:10.6,"Oct 21, 2022"
Joseph Cranley,6k,DNF,"Sep  2, 2022"
Joseph Cranley,6k,20:40.5,"Sep  3, 2021"
Joseph Cranley,6k,20:39.5,"Aug 30, 2019"
Joseph Cranley,6.4k,24:36.6,"Sep  7, 2019"
Joseph Cranley,8k,27:38.6,"Oct  1, 2021"
Joseph Cranley,8k,31:36.0,"Sep 18, 2021"
Joseph Cranley,8k,28:45.3,"Oct  5, 2019"
Niko Cruz,60 Meters,7.19,"Feb  3- 4, 2023"
Niko Cruz,60 Meters,7.22,"Jan 21, 2023"
Niko Cruz,60 Meters,7.12,"Jan 14, 2023"
Niko Cruz,60 Meters,7.15,"Dec  2- 3, 2022"
Niko Cruz,60 Meters,7.20,"Dec  2- 3, 2022"
Niko Cruz,100 Meters,11.25,"Apr 14-16, 2023"
Niko Cruz,100 Meters,DNS,"Apr  7- 8, 2023"
Niko Cruz,100 Meters,11.37,"Apr  1, 2023"
Niko Cruz,200 Meters,23.58,"Jan 14, 2023"
Niko Cruz,200 Meters,23.47,"Dec  2- 3, 2022"
Niko Cruz,4 x 100 Relay,42.69,"Apr 14-16, 2023"
Ethan Davis,800 Meters,1:57.95,"Feb 18, 2022"
Ethan Davis,800 Meters,1:56.30,"Feb 11-12, 2022"
Ethan Davis,800 Meters,1:58.40,"Feb  4- 5, 2022"
Ethan Davis,800 Meters,2:04.63,"Jan 15, 2022"
Ethan Davis,800 Meters,1:57.45,"Feb 21, 2020"
Ethan Davis,800 Meters,1:59.13,"Feb  1, 2020"
Ethan Davis,800 Meters,2:00.61,"Jan 25, 2020"
Ethan Davis,1000 Meters,2:36.05,"Jan 29, 2022"
Ethan Davis,1000 Meters,2:37.65,"Feb  7, 2020"
Ethan Davis,1500 Meters,4:00.81,"Apr 14-16, 2022"
Ethan Davis,1500 Meters,4:05.78,"Apr  2, 2022"
Ethan Davis,1500 Meters,4:14.77,"Mar 26, 2022"
Ethan Davis,Mile,4:29.37,"Feb 11-12, 2022"
Ethan Davis,Mile,4:24.06,"Feb 14-15, 2020"
Ethan Davis,Mile,4:30.43,"Jan 18, 2020"
Ethan Davis,Mile,DNS,"Jan 18, 2020"
Ethan Davis,Mile,DNS,"Jan 11, 2020"
Ethan Davis,3000 Meters,9:07.85,"Apr 14-16, 2023"
Ethan Davis,5000 Meters,16:00.10,"Apr  7- 8, 2023"
Ethan Davis,5000 Meters,15:53.46,"Apr 23, 2022"
Ethan Davis,3000 Steeplechase,DNS,"Apr  9, 2022"
Ethan Davis,4 x 400 Relay,3:29.05,"Feb 18, 2022"
Ethan Davis,4 x 400 Relay,3:27.11,"Feb 11-12, 2022"
Ethan Davis,4 x 400 Relay,3:30.65,"Feb  7, 2020"
Ethan Davis,4 x 800 Relay,8:08.79,"Dec  2- 3, 2022"
Ethan Davis,4 x 800 Relay,DNS,"Dec  3- 4, 2021"
Ethan Davis,4 x 800 Relay,7:48.08,"Feb 29-Mar  1, 2020"
Ethan Davis,6k,18:57.5,"Sep  2, 2022"
Ethan Davis,6k,DNF,"Sep  3, 2021"
Ethan Davis,6k,19:35.0,"Aug 30, 2019"
Ethan Davis,6.4k,22:09.4,"Sep  7, 2019"
Ethan Davis,8k,26:03.3,"Sep 30, 2022"
Ethan Davis,8k,26:35.4,"Oct 16, 2021"
Ethan Davis,8k,26:03.3,"Oct  1, 2021"
Ethan Davis,8k,27:44.1,"Sep 18, 2021"
Ethan Davis,8k,27:40.7,"Nov  2, 2019"
Ethan Davis,8k,26:11.0,"Oct  5, 2019"
Ethan Davis,8k,28:03.3,"Sep 20, 2019"
Ethan Davis,8k,26:55.1,"Sep 14, 2019"
Ethan Davis,8.05k,26:29.8,"Oct 29, 2022"
Ethan Davis,10k,32:53.7,"Nov 11, 2022"
Ethan Davis,4.97 Mile,25:54.5,"Sep 16, 2022"
Ethan Davis,5.2 Mile,27:19.1,"Oct 14, 2022"
Ethan Davis,5.2 Mile,28:09.1,"Oct 18, 2019"
Brandtson Duffie,400 Meters,52.26,"Feb  3- 4, 2023"
Brandtson Duffie,400 Meters,50.87,"Feb 11-12, 2022"
Brandtson Duffie,400 Meters,DNS,"Jan 15, 2022"
Brandtson Duffie,500 Meters,1:06.92,"Jan 29, 2022"
Brandtson Duffie,500 Meters,1:07.76,"Feb  7, 2020"
Brandtson Duffie,800 Meters,1:55.05,"Feb 11, 2023"
Brandtson Duffie,800 Meters,1:56.42,"Feb  3- 4, 2023"
Brandtson Duffie,800 Meters,2:02.53,"Jan 28, 2023"
Brandtson Duffie,800 Meters,1:56.09,"Dec  2- 3, 2022"
Brandtson Duffie,800 Meters,1:58.76,"Feb 11-12, 2022"
Brandtson Duffie,800 Meters,1:57.00,"Feb  4- 5, 2022"
Brandtson Duffie,800 Meters,1:59.82,"Dec  3- 4, 2021"
Brandtson Duffie,800 Meters,1:58.21,"Feb 29-Mar  1, 2020"
Brandtson Duffie,800 Meters,1:55.92,"Feb 21, 2020"
Brandtson Duffie,800 Meters,1:54.90,"Feb  1, 2020"
Brandtson Duffie,800 Meters,1:56.73,"Jan 25, 2020"
Brandtson Duffie,800 Meters,DNF,"Jan 18, 2020"
Brandtson Duffie,800 Meters,1:59.65,"Dec  6- 7, 2019"
Brandtson Duffie,1000 Meters,2:38.11,"Jan 22, 2022"
Brandtson Duffie,1500 Meters,4:10.23,"Mar 26, 2022"
Brandtson Duffie,1500 Meters,4:06.84,"Apr 24, 2021"
Brandtson Duffie,1500 Meters,4:06.73,"Apr 11, 2021"
Brandtson Duffie,Mile,4:28.98,"Jan 21, 2023"
Brandtson Duffie,4 x 400 Relay,3:18.62,"Feb 11, 2023"
Brandtson Duffie,4 x 400 Relay,3:23.97,"Jan 28, 2023"
Brandtson Duffie,4 x 400 Relay,DNS,"Jan 14, 2023"
Brandtson Duffie,4 x 400 Relay,3:31.84,"Jan 29, 2022"
Brandtson Duffie,4 x 400 Relay,DNF,"Jan 22, 2022"
Brandtson Duffie,4 x 400 Relay,3:30.65,"Feb  7, 2020"
Brandtson Duffie,4 x 800 Relay,7:36.69,"Feb 25-26, 2023"
Brandtson Duffie,4 x 800 Relay,8:09.33,"Dec  2- 3, 2022"
Brandtson Duffie,4 x 800 Relay,7:37.69,"Feb 26-27, 2022"
Brandtson Duffie,4 x 800 Relay,DNS,"Dec  3- 4, 2021"
Brandtson Duffie,4 x 800 Relay,7:48.08,"Feb 29-Mar  1, 2020"
Brandtson Duffie,4 x 800 Relay,DNS,"Dec  6- 7, 2019"
Brandtson Duffie,Distance Medley Relay,10:12.75,"Feb 25-26, 2023"
Brandtson Duffie,Distance Medley Relay,9:59.17,"Feb 26-27, 2022"
Brandtson Duffie,Distance Medley Relay,9:57.69,"Feb  4- 5, 2022"
Brandtson Duffie,Distance Medley Relay,10:16.61,"Jan 15, 2022"
Brandtson Duffie,Distance Medley Relay,10:08.28,"Feb 29-Mar  1, 2020"
Brandtson Duffie,Distance Medley Relay,10:29.05,"Jan 11, 2020"
Brandtson Duffie,4k,12:57.3,"Oct 21, 2022"
Brandtson Duffie,6k,20:20.0,"Sep  2, 2022"
Brandtson Duffie,6k,20:27.1,"Sep  3, 2021"
Brandtson Duffie,6k,DNS,"Aug 30, 2019"
Brandtson Duffie,6.4k,22:43.4,"Sep  7, 2019"
Brandtson Duffie,8k,26:39.9,"Sep 30, 2022"
Brandtson Duffie,8k,26:47.5,"Oct  1, 2021"
Brandtson Duffie,8k,27:47.8,"Oct  5, 2019"
Tyler French,800 Meters,DNF,"Apr 24, 2021"
Tyler French,800 Meters,2:10.41,"Apr 17, 2021"
Tyler French,800 Meters,DNS,"Apr  3, 2021"
Tyler French,1500 Meters,3:59.55,"Apr  9, 2022"
Tyler French,1500 Meters,4:07.25,"Apr 24, 2021"
Tyler French,1500 Meters,4:11.68,"Apr 17, 2021"
Tyler French,1500 Meters,DNS,"Apr  3, 2021"
Tyler French,Mile,4:17.08,"Jan 21, 2023"
Tyler French,Mile,4:18.25,"Feb 11-12, 2022"
Tyler French,Mile,4:15.71,"Jan 22, 2022"
Tyler French,Mile,4:30.97,"Feb 21, 2021"
Tyler French,3000 Meters,8:41.42,"Feb 25-26, 2023"
Tyler French,3000 Meters,8:35.86,"Feb 11, 2023"
Tyler French,3000 Meters,8:33.31,"Jan 28, 2023"
Tyler French,3000 Meters,8:38.80,"Feb 26-27, 2022"
Tyler French,3000 Meters,8:32.57,"Feb  4- 5, 2022"
Tyler French,3000 Meters,8:37.74,"Jan 29, 2022"
Tyler French,3000 Meters,8:43.52,"Jan 15, 2022"
Tyler French,5000 Meters,14:52.94,"Feb 25-26, 2023"
Tyler French,5000 Meters,14:39.24,"Feb  3- 4, 2023"
Tyler French,5000 Meters,DNF,"Jan 14, 2023"
Tyler French,3000 Steeplechase,9:20.31,"Apr 14-16, 2023"
Tyler French,3000 Steeplechase,9:39.66,"Apr  1, 2023"
Tyler French,3000 Steeplechase,9:23.18,"Mar 23-25, 2023"
Tyler French,3000 Steeplechase,DNS,"Apr 29-30, 2022"
Tyler French,3000 Steeplechase,9:30.08,"Apr 22-23, 2022"
Tyler French,3000 Steeplechase,9:22.92,"Apr  2, 2022"
Tyler French,4 x 800 Relay,8:09.33,"Dec  2- 3, 2022"
Tyler French,4 x 800 Relay,8:10.19,"Dec  3- 4, 2021"
Tyler French,5k,15:50.0,"Feb 13, 2021"
Tyler French,6k,18:21.9,"Sep  2, 2022"
Tyler French,6k,18:29.1,"Sep  3, 2021"
Tyler French,6k,19:35.9,"Aug 30, 2019"
Tyler French,6.4k,21:56.7,"Sep  7, 2019"
Tyler French,8k,24:27.8,"Sep 30, 2022"
Tyler French,8k,26:26.3,"Oct 31, 2021"
Tyler French,8k,25:32.9,"Oct 16, 2021"
Tyler French,8k,25:07.3,"Oct  1, 2021"
Tyler French,8k,26:10.5,"Sep 18, 2021"
Tyler French,8k,27:13.4,"Nov  2, 2019"
Tyler French,8k,25:50.2,"Oct  5, 2019"
Tyler French,8k,27:47.7,"Sep 20, 2019"
Tyler French,8k,26:27.4,"Sep 14, 2019"
Tyler French,8.05k,25:11.2,"Oct 29, 2022"
Tyler French,10k,30:57.1,"Nov 11, 2022"
Tyler French,10k,33:00.1,"Nov 12, 2021"
Tyler French,4.7 Mile,22:57.4,"Mar  5, 2021"
Tyler French,4.97 Mile,25:37.2,"Sep 16, 2022"
Tyler French,5.2 Mile,26:10.8,"Oct 14, 2022"
Tyler French,5.2 Mile,27:37.3,"Oct 18, 2019"
Daniel Givens,Long Jump,6.06m,"Feb 25-26, 2023"
Daniel Givens,Long Jump,6.24m,"Feb 17, 2023"
Daniel Givens,Long Jump,6.18m,"Feb 11, 2023"
Daniel Givens,Long Jump,6.76m,"Feb  3- 4, 2023"
Daniel Givens,Long Jump,6.07m,"Jan 28, 2023"
Daniel Givens,Long Jump,5.90m,"Jan 21, 2023"
Daniel Givens,Long Jump,6.31m,"Jan 14, 2023"
Daniel Givens,Long Jump,6.26m,"Dec  2- 3, 2022"
Daniel Givens,Triple Jump,14.43m,"Feb 25-26, 2023"
Daniel Givens,Triple Jump,13.31m,"Feb 17, 2023"
Daniel Givens,Triple Jump,13.08m,"Feb 11, 2023"
Daniel Givens,Triple Jump,12.54m,"Feb  3- 4, 2023"
Daniel Givens,Triple Jump,13.10m,"Jan 28, 2023"
Daniel Givens,Triple Jump,12.82m,"Jan 21, 2023"
Daniel Givens,Triple Jump,13.29m,"Jan 14, 2023"
Daniel Givens,Triple Jump,12.54m,"Dec  2- 3, 2022"
Kevin Harvey,1500 Meters,4:05.59,"Apr 23, 2022"
Kevin Harvey,1500 Meters,4:11.36,"Apr  9, 2022"
Kevin Harvey,Mile,4:26.81,"Jan 29, 2022"
Kevin Harvey,3000 Meters,8:16.22,"Mar  3- 5, 2023"
Kevin Harvey,3000 Meters,8:21.29,"Feb 25-26, 2023"
Kevin Harvey,3000 Meters,8:30.71,"Feb 11, 2023"
Kevin Harvey,3000 Meters,8:37.18,"Jan 21, 2023"
Kevin Harvey,3000 Meters,8:54.66,"Jan 14, 2023"
Kevin Harvey,3000 Meters,8:44.49,"Feb 26-27, 2022"
Kevin Harvey,3000 Meters,8:34.96,"Feb  4- 5, 2022"
Kevin Harvey,3000 Meters,8:40.48,"Jan 22, 2022"
Kevin Harvey,3000 Meters,8:50.01,"Jan 15, 2022"
Kevin Harvey,5000 Meters,14:39.29,"Feb 25-26, 2023"
Kevin Harvey,5000 Meters,14:43.66,"Feb  3- 4, 2023"
Kevin Harvey,5000 Meters,14:48.24,"Feb 26-27, 2022"
Kevin Harvey,5000 Meters,14:57.87,"Feb 11-12, 2022"
Kevin Harvey,"10,000 Meters",29:51.69,"Apr 14-16, 2023"
Kevin Harvey,4 x 800 Relay,DNS,"Dec  3- 4, 2021"
Kevin Harvey,6k,18:37.1,"Sep  2, 2022"
Kevin Harvey,6k,18:59.1,"Sep  3, 2021"
Kevin Harvey,8k,27:04.9,"Oct 31, 2021"
Kevin Harvey,8k,26:06.5,"Oct 16, 2021"
Kevin Harvey,8k,26:07.2,"Oct  1, 2021"
Kevin Harvey,8k,27:02.7,"Sep 18, 2021"
Kevin Harvey,8.05k,25:22.7,"Oct 29, 2022"
Kevin Harvey,10k,31:47.8,"Nov 11, 2022"
Kevin Harvey,4.97 Mile,25:46.8,"Sep 16, 2022"
Kevin Harvey,5.2 Mile,DNS,"Oct 14, 2022"
Alex Heidemann,800 Meters,2:04.62,"Jan 21, 2023"
Alex Heidemann,1000 Meters,2:41.52,"Jan 28, 2023"
Alex Heidemann,1500 Meters,4:04.01,"Apr  7- 8, 2023"
Alex Heidemann,1500 Meters,4:12.75,"Mar 24-25, 2023"
Alex Heidemann,4 x 400 Relay,3:30.51,"Mar 24-25, 2023"
Alex Heidemann,4 x 800 Relay,8:09.33,"Dec  2- 3, 2022"
Alex Heidemann,8k,26:16.5,"Sep 30, 2022"
Alex Heidemann,8.05k,26:20.7,"Oct 29, 2022"
Alex Heidemann,10k,33:26.4,"Nov 11, 2022"
Alex Heidemann,4.97 Mile,27:01.1,"Sep 16, 2022"
Alex Heidemann,5.2 Mile,27:59.8,"Oct 14, 2022"
Ethan  Hood,400 Meters,52.51,"Feb 26-27, 2022"
Ethan  Hood,400 Meters,52.15,"Feb 11-12, 2022"
Ethan  Hood,800 Meters,2:00.67,"Feb 25-26, 2023"
Ethan  Hood,800 Meters,1:58.75,"Feb 11, 2023"
Ethan  Hood,800 Meters,1:59.57,"Feb  3- 4, 2023"
Ethan  Hood,800 Meters,1:56.99,"Jan 28, 2023"
Ethan  Hood,800 Meters,1:57.70,"Jan 21, 2023"
Ethan  Hood,800 Meters,1:59.20,"Jan 14, 2023"
Ethan  Hood,800 Meters,2:00.01,"Dec  2- 3, 2022"
Ethan  Hood,800 Meters,1:59.08,"Feb 18, 2022"
Ethan  Hood,800 Meters,1:59.52,"Feb 11-12, 2022"
Ethan  Hood,800 Meters,2:00.31,"Jan 29, 2022"
Ethan  Hood,800 Meters,2:01.69,"Jan 22, 2022"
Ethan  Hood,800 Meters,2:02.62,"Dec  3- 4, 2021"
Ethan  Hood,1500 Meters,4:08.22,"Apr 23, 2022"
Ethan  Hood,4 x 400 Relay,3:20.10,"Feb 25-26, 2023"
Ethan  Hood,4 x 400 Relay,3:24.25,"Feb 11, 2023"
Ethan  Hood,4 x 400 Relay,3:25.00,"Jan 14, 2023"
Ethan  Hood,4 x 400 Relay,3:29.05,"Feb 18, 2022"
Ethan  Hood,4 x 800 Relay,8:03.24,"Dec  2- 3, 2022"
Ethan  Hood,4 x 800 Relay,8:10.19,"Dec  3- 4, 2021"
Ethan  Hood,4k,13:35.3,"Oct 21, 2022"
Ethan  Hood,6k,21:40.2,"Sep  2, 2022"
Ethan  Hood,6k,20:16.3,"Sep  3, 2021"
Ethan  Hood,8k,27:07.4,"Sep 30, 2022"
Wil Jaques,60 Meters,7.77,"Jan 21, 2023"
Wil Jaques,60 Meters,8.51,"Jan 14, 2023"
Wil Jaques,Shot Put,13.03m,"Jan 21, 2023"
Wil Jaques,Shot Put,12.96m,"Jan 14, 2023"
Wil Jaques,Shot Put,12.38m,"Dec  2- 3, 2022"
Wil Jaques,Discus,37.54m,"Apr  1, 2023"
Wil Jaques,Discus,39.63m,"Mar 24-25, 2023"
Wil Jaques,Weight Throw,14.11m,"Jan 21, 2023"
Wil Jaques,Weight Throw,14.12m,"Jan 14, 2023"
Wil Jaques,Weight Throw,13.03m,"Dec  2- 3, 2022"
Wil Jaques,Javelin,49.58m,"Apr 14-16, 2023"
Wil Jaques,Javelin,59.65m,"Apr  7- 8, 2023"
Wil Jaques,Javelin,55.61m,"Apr  1, 2023"
Wil Jaques,Javelin,53.31m,"Mar 24-25, 2023"
Noah Kim,500 Meters,1:08.59,"Jan 28, 2023"
Noah Kim,600 Meters,1:24.34,"Feb  3- 4, 2023"
Noah Kim,800 Meters,1:58.46,"Jan 21, 2023"
Noah Kim,800 Meters,2:00.05,"Dec  2- 3, 2022"
Noah Kim,4 x 400 Relay,3:25.00,"Jan 14, 2023"
Noah Kim,4 x 400 Relay,DNS,"Dec  2- 3, 2022"
Noah Kim,Distance Medley Relay,10:52.52,"Jan 21, 2023"
Cole Lavalle,60 Meters,7.39,"Jan 28, 2023"
Cole Lavalle,60 Meters,7.37,"Jan 21, 2023"
Cole Lavalle,60 Meters,7.45,"Jan 14, 2023"
Cole Lavalle,60 Meters,7.48,"Dec  2- 3, 2022"
Cole Lavalle,60 Meters,7.36,"Feb 18, 2022"
Cole Lavalle,60 Meters,7.38,"Dec  3- 4, 2021"
Cole Lavalle,100 Meters,11.81,"Apr  7- 8, 2023"
Cole Lavalle,100 Meters,11.60,"Mar 24-25, 2023"
Cole Lavalle,100 Meters,11.55,"Apr  9, 2022"
Cole Lavalle,200 Meters,24.34,"Jan 21, 2023"
Cole Lavalle,200 Meters,DNS,"Jan 14, 2023"
Cole Lavalle,200 Meters,24.18,"Dec  2- 3, 2022"
Cole Lavalle,200 Meters,23.93,"Feb 18, 2022"
Cole Lavalle,200 Meters,24.47,"Dec  3- 4, 2021"
Cole Lavalle,200 Meters,22.95,"Feb  1, 2020"
Cole Lavalle,200 Meters,23.51,"Jan 11, 2020"
Cole Lavalle,400 Meters,53.72,"Jan 25, 2020"
Cole Lavalle,400 Meters,53.12,"Jan 11, 2020"
Cole Lavalle,400 Meters,52.42,"Dec  6- 7, 2019"
Cole Lavalle,4 x 400 Relay,3:26.39,"Feb  1, 2020"
Jordan Layos,Long Jump,6.22m,"Feb 17, 2023"
Jordan Layos,Long Jump,6.33m,"Feb 11, 2023"
Jordan Layos,Long Jump,6.88m,"Feb  3- 4, 2023"
Jordan Layos,Long Jump,5.83m,"Jan 21, 2023"
Jordan Layos,Long Jump,NM,"Jan 21, 2023"
Jordan Layos,Long Jump,5.92m,"Jan 14, 2023"
Jordan Layos,Long Jump,6.17m,"Dec  2- 3, 2022"
Jordan Layos,Long Jump,FOUL,"Jan 22, 2022"
Jordan Layos,Long Jump,NM,"Jan 22, 2022"
Jordan Layos,Long Jump,6.46m,"Jan 15, 2022"
Jordan Layos,Long Jump,6.02m,"Dec  3- 4, 2021"
Jordan Layos,Triple Jump,12.42m,"Feb 17, 2023"
Jordan Layos,Triple Jump,FOUL,"Feb 11, 2023"
Jordan Layos,Triple Jump,12.55m,"Jan 28, 2023"
Jordan Layos,Triple Jump,NM,"Jan 21, 2023"
Jordan Layos,Triple Jump,12.55m,"Jan 14, 2023"
Jordan Layos,Triple Jump,12.49m,"Dec  2- 3, 2022"
Jordan Layos,Triple Jump,NM,"Jan 22, 2022"
Jordan Layos,Triple Jump,12.24m,"Jan 15, 2022"
Jordan Layos,Triple Jump,NM,"Dec  3- 4, 2021"
Max Leffler,800 Meters,2:04.85,"Mar 24-25, 2023"
Max Leffler,1500 Meters,4:17.15,"Mar 24-25, 2023"
Max Leffler,Mile,4:26.58,"Feb 17, 2023"
Max Leffler,Mile,4:30.09,"Jan 14, 2023"
Max Leffler,3000 Meters,8:55.21,"Feb 11, 2023"
Max Leffler,3000 Meters,8:53.59,"Feb  3- 4, 2023"
Max Leffler,3000 Meters,8:58.10,"Jan 21, 2023"
Max Leffler,5000 Meters,16:15.34,"Apr  1, 2023"
Max Leffler,3000 Steeplechase,10:11.00,"Apr  7- 8, 2023"
Max Leffler,4 x 400 Relay,3:30.51,"Mar 24-25, 2023"
Max Leffler,4 x 800 Relay,8:03.24,"Dec  2- 3, 2022"
Max Leffler,6k,20:35.0,"Oct 21, 2022"
Max Leffler,6k,19:30.3,"Sep  2, 2022"
Max Leffler,8k,27:55.8,"Oct 14, 2022"
Max Leffler,8k,DNF,"Sep 30, 2022"
Max Leffler,4.97 Mile,26:51.6,"Sep 16, 2022"
Max Leffler,5.2 Mile,DNS,"Oct 14, 2022"
Thomas Leitner,400 Meters,53.38,"Jan 21, 2023"
Thomas Leitner,400 Meters,51.91,"Feb 26-27, 2022"
Thomas Leitner,500 Meters,1:09.03,"Jan 28, 2023"
Thomas Leitner,500 Meters,1:10.29,"Jan 29, 2022"
Thomas Leitner,500 Meters,1:09.64,"Jan 22, 2022"
Thomas Leitner,500 Meters,1:15.30,"Feb  7, 2020"
Thomas Leitner,600 Meters,1:23.44,"Feb  3- 4, 2023"
Thomas Leitner,800 Meters,1:56.83,"Feb 25-26, 2023"
Thomas Leitner,800 Meters,1:57.48,"Feb 11, 2023"
Thomas Leitner,800 Meters,2:01.59,"Jan 14, 2023"
Thomas Leitner,800 Meters,2:01.01,"Dec  2- 3, 2022"
Thomas Leitner,800 Meters,1:57.44,"Feb 18, 2022"
Thomas Leitner,800 Meters,1:56.68,"Feb 11-12, 2022"
Thomas Leitner,800 Meters,1:59.57,"Feb  4- 5, 2022"
Thomas Leitner,800 Meters,2:01.14,"Jan 15, 2022"
Thomas Leitner,800 Meters,2:00.79,"Feb 27, 2021"
Thomas Leitner,800 Meters,2:04.09,"Feb 21, 2021"
Thomas Leitner,800 Meters,1:58.13,"Feb 21, 2020"
Thomas Leitner,800 Meters,1:57.81,"Feb  1, 2020"
Thomas Leitner,800 Meters,1:59.57,"Jan 25, 2020"
Thomas Leitner,800 Meters,2:00.50,"Jan 18, 2020"
Thomas Leitner,4 x 400 Relay,3:24.25,"Feb 11, 2023"
Thomas Leitner,4 x 400 Relay,3:24.01,"Jan 21, 2023"
Thomas Leitner,4 x 400 Relay,DNS,"Jan 14, 2023"
Thomas Leitner,4 x 400 Relay,3:25.16,"Feb 26-27, 2022"
Thomas Leitner,4 x 400 Relay,3:29.05,"Feb 18, 2022"
Thomas Leitner,4 x 400 Relay,3:27.11,"Feb 11-12, 2022"
Thomas Leitner,4 x 400 Relay,3:31.84,"Jan 29, 2022"
Thomas Leitner,4 x 400 Relay,DNF,"Jan 22, 2022"
Thomas Leitner,4 x 400 Relay,3:30.65,"Feb  7, 2020"
Thomas Leitner,4 x 800 Relay,8:19.65,"Dec  2- 3, 2022"
Thomas Leitner,4 x 800 Relay,DNS,"Dec  3- 4, 2021"
Thomas Leitner,Distance Medley Relay,10:12.75,"Feb 25-26, 2023"
Thomas Leitner,Distance Medley Relay,10:16.61,"Jan 15, 2022"
Thomas Leitner,Distance Medley Relay,10:08.28,"Feb 29-Mar  1, 2020"
Thomas Leitner,4k,12:48.6,"Oct 21, 2022"
Thomas Leitner,5k,16:05.1,"Feb 13, 2021"
Thomas Leitner,6k,20:11.8,"Sep  2, 2022"
Thomas Leitner,6k,20:09.6,"Sep  3, 2021"
Thomas Leitner,6k,19:44.9,"Aug 30, 2019"
Thomas Leitner,8k,28:08.5,"Sep 30, 2022"
Thomas Leitner,8k,27:01.2,"Oct 31, 2021"
Thomas Leitner,8k,26:05.7,"Oct 16, 2021"
Thomas Leitner,8k,26:16.4,"Oct  1, 2021"
Thomas Leitner,8k,26:48.3,"Sep 18, 2021"
Thomas Leitner,8k,26:07.6,"Oct  5, 2019"
Thomas Leitner,4.97 Mile,30:11.9,"Sep 16, 2022"
Amondo Lemmon,200 Meters,22.48,"Feb 25-26, 2023"
Amondo Lemmon,200 Meters,22.61,"Feb 11, 2023"
Amondo Lemmon,200 Meters,23.09,"Feb  3- 4, 2023"
Amondo Lemmon,200 Meters,23.24,"Jan 28, 2023"
Amondo Lemmon,200 Meters,23.19,"Jan 21, 2023"
Amondo Lemmon,200 Meters,23.65,"Jan 14, 2023"
Amondo Lemmon,200 Meters,23.50,"Dec  2- 3, 2022"
Amondo Lemmon,200 Meters,23.70,"Feb 11-12, 2022"
Amondo Lemmon,200 Meters,DNF,"Jan 15, 2022"
Amondo Lemmon,200 Meters,23.74,"Dec  3- 4, 2021"
Amondo Lemmon,200 Meters,24.09,"Feb 27, 2021"
Amondo Lemmon,200 Meters,23.80,"Jan 11, 2020"
Amondo Lemmon,400 Meters,49.96,"Feb 25-26, 2023"
Amondo Lemmon,400 Meters,50.05,"Feb 11, 2023"
Amondo Lemmon,400 Meters,50.98,"Feb  3- 4, 2023"
Amondo Lemmon,400 Meters,51.32,"Jan 28, 2023"
Amondo Lemmon,400 Meters,DNS,"Jan 21, 2023"
Amondo Lemmon,400 Meters,52.03,"Jan 14, 2023"
Amondo Lemmon,400 Meters,52.29,"Dec  2- 3, 2022"
Amondo Lemmon,400 Meters,FS,"Jan 15, 2022"
Amondo Lemmon,400 Meters,52.85,"Dec  3- 4, 2021"
Amondo Lemmon,400 Meters,52.12,"Feb 29-Mar  1, 2020"
Amondo Lemmon,400 Meters,52.03,"Feb 21, 2020"
Amondo Lemmon,400 Meters,51.97,"Jan 25, 2020"
Amondo Lemmon,400 Meters,51.71,"Jan 18, 2020"
Amondo Lemmon,400 Meters,52.80,"Jan 11, 2020"
Amondo Lemmon,400 Meters,52.69,"Dec  6- 7, 2019"
Amondo Lemmon,4 x 100 Relay,42.69,"Apr 14-16, 2023"
Amondo Lemmon,4 x 100 Relay,DNF,"Apr  7- 8, 2023"
Amondo Lemmon,4 x 100 Relay,43.61,"Apr  1, 2023"
Amondo Lemmon,4 x 100 Relay,43.63,"Mar 24-25, 2023"
Amondo Lemmon,4 x 100 Relay,44.70,"May  6- 7, 2022"
Amondo Lemmon,4 x 100 Relay,43.80,"Apr 23, 2022"
Amondo Lemmon,4 x 100 Relay,43.27,"Apr  9, 2022"
Amondo Lemmon,4 x 100 Relay,44.34,"Apr  2, 2022"
Amondo Lemmon,4 x 100 Relay,43.58,"Mar 26, 2022"
Amondo Lemmon,4 x 100 Relay,43.38,"Apr 30-May  1, 2021"
Amondo Lemmon,4 x 400 Relay,3:20.10,"Feb 25-26, 2023"
